PAŃSTWO;MIEJSCOWOŚĆ;ULICA;NUMER;KOD 
Polska;Zielona Góra;ul. Litewska;59c;65-328
Polska;Zielona Góra;ul. Litewska;65;65-329
Polska;Zielona Góra;ul. Litewska;18;65-331
Polska;Zielona Góra;ul. Litewska;25a;65-332
Polska;Zielona Góra;ul. Litewska;27c;65-334
Polska;Zielona Góra;ul. Litewska;47;65-335
Polska;Zielona Góra;ul. Litewska;42;65-336
Polska;Zielona Góra;ul. Litewska;78;65-337
Polska;Zielona Góra;ul. Litewska;78;65-338
Polska;Zielona Góra;ul. Litewska;9;65-339
Polska;Zielona Góra;ul. Litewska;84;65-340
Polska;Zielona Góra;ul. Litewska;89;65-341
Polska;Zielona Góra;ul. Litewska;49c;65-342
Polska;Zielona Góra;ul. Litewska;36b;65-342
Polska;Zielona Góra;ul. Litewska;97b;65-343
Polska;Zielona Góra;ul. Litewska;62;65-343
Polska;Zielona Góra;ul. Litewska;56;65-343
Polska;Zielona Góra;ul. Litewska;63;65-343
Polska;Zielona Góra;ul. Litewska;67;65-343
Polska;Zielona Góra;ul. Litewska;28;65-344
Polska;Zielona Góra;ul. Litewska;19;65-345
Polska;Zielona Góra;ul. Litewska;61c;65-358
Polska;Zielona Góra;ul. Litewska;68;65-364
Polska;Zielona Góra;ul. Litewska;94;65-364
Polska;Zielona Góra;ul. Litewska;34;65-366
Polska;Zielona Góra;ul. Litewska;42;65-368
Polska;Zielona Góra;ul. Litewska;32b;65-371
Polska;Zielona Góra;ul. Litewska;74;65-372
Polska;Zielona Góra;ul. Litewska;78;65-373
Polska;Zielona Góra;ul. Litewska;51;65-374
Polska;Zielona Góra;ul. Litewska;91;65-375
Polska;Zielona Góra;ul. Litewska;3c;65-376
Polska;Zielona Góra;ul. Litewska;72;65-377
Polska;Zielona Góra;ul. Litewska;11;65-378
Polska;Zielona Góra;ul. Litomska;66;65-380
Polska;Zielona Góra;ul. Litomska;35;65-381
Polska;Zielona Góra;ul. Litomska;47a;65-382
Polska;Zielona Góra;ul. Litomska;35;65-383
Polska;Zielona Góra;ul. Litomska;40b;65-383
Polska;Zielona Góra;ul. Litomska;37b;65-384
Polska;Zielona Góra;ul. Litomska;70a;65-385
Polska;Zielona Góra;ul. Litomska;54b;65-385
Polska;Zielona Góra;ul. Litomska;6;65-386
Polska;Zielona Góra;ul. Litomska;79;65-387
Polska;Zielona Góra;ul. Litomska;8;65-388
Polska;Zielona Góra;ul. Litomska;95;65-389
Polska;Zielona Góra;ul. Litomska;48;65-390
Polska;Zielona Góra;ul. Litomska;55;65-391
Polska;Zielona Góra;ul. Litomska;56;65-392
Polska;Zielona Góra;ul. Litomska;53c;65-395
Polska;Zielona Góra;ul. Lniana;67;65-401
Polska;Zielona Góra;ul. Lniana;35c;65-404
Polska;Zielona Góra;ul. Lniana;70a;65-405
Polska;Zielona Góra;ul. Lniana;28;65-406
Polska;Zielona Góra;ul. Lniana;7;65-407
Polska;Zielona Góra;ul. Lniana;51;65-409
Polska;Zielona Góra;ul. Lniana;36b;65-410
Polska;Zielona Góra;ul. Lniana;8;65-411
Polska;Zielona Góra;ul. Lniana;19c;65-412
Polska;Zielona Góra;ul. Lniana;37;65-413
Polska;Zielona Góra;ul. Lniana;46;65-414
Polska;Zielona Góra;ul. Lniana;78a;65-415
Polska;Zielona Góra;ul. Lniana;43c;65-416
Polska;Zielona Góra;ul. Lniana;70;65-417
Polska;Zielona Góra;ul. Lniana;75a;65-418
Polska;Zielona Góra;ul. Logiczna;83c;65-419
Polska;Zielona Góra;ul. Logiczna;53b;65-421
Polska;Zielona Góra;ul. Logiczna;41;65-423
Polska;Zielona Góra;ul. Logiczna;7b;65-424
Polska;Zielona Góra;ul. Logiczna;55;65-426
Polska;Zielona Góra;ul. Logiczna;85b;65-427
Polska;Zielona Góra;ul. Logiczna;9;65-431
Polska;Zielona Góra;ul. Logiczna;75a;65-431
Polska;Zielona Góra;ul. Logiczna;64;65-432
Polska;Zielona Góra;ul. Logiczna;29;65-433
Polska;Zielona Góra;ul. Logiczna;57;65-434
Polska;Zielona Góra;ul. Logiczna;35a;65-436
Polska;Zielona Góra;ul. Logiczna;3c;65-437
Polska;Zielona Góra;ul. Lokomotywowa;44;65-441
Polska;Zielona Góra;ul. Lokomotywowa;10c;65-442
Polska;Zielona Góra;ul. Lokomotywowa;81;65-443
Polska;Zielona Góra;ul. Lokomotywowa;56;65-448
Polska;Zielona Góra;ul. Lokomotywowa;51;65-449
Polska;Zielona Góra;ul. Lokomotywowa;32;65-450
Polska;Zielona Góra;ul. Lokomotywowa;34b;65-452
Polska;Zielona Góra;ul. Lokomotywowa;4b;65-453
Polska;Zielona Góra;ul. Lokomotywowa;86c;65-454
Polska;Zielona Góra;ul. Lokomotywowa;65a;65-461
Polska;Zielona Góra;ul. Lokomotywowa;68;65-462
Polska;Zielona Góra;ul. Lokomotywowa;18;65-463
Polska;Zielona Góra;ul. Lokomotywowa;81;65-465
Polska;Zielona Góra;ul. Lokomotywowa;5;65-470
Polska;Zielona Góra;ul. Lokomotywowa;70;65-472
Polska;Zielona Góra;ul. Lokomotywowa;34;65-501
Polska;Zielona Góra;ul. Lokomotywowa;77;65-502
Polska;Zielona Góra;ul. Lokomotywowa;98c;65-503
Polska;Zielona Góra;ul. Lokomotywowa;59;65-505
Polska;Zielona Góra;ul. Lokomotywowa;29;65-506
Polska;Zielona Góra;ul. Lokomotywowa;92;65-507
Polska;Zielona Góra;ul. Lokomotywowa;69b;65-508
Polska;Zielona Góra;ul. Lokomotywowa;25b;65-509
Polska;Zielona Góra;ul. Lokomotywowa;66;65-510
Polska;Zielona Góra;ul. Lokomotywowa;20b;65-511
Polska;Zielona Góra;ul. Lokomotywowa;78;65-511
Polska;Zielona Góra;ul. Lokomotywowa;55;65-512
Polska;Zielona Góra;ul. Lokomotywowa;74c;65-514
Polska;Zielona Góra;ul. Lokomotywowa;77c;65-514
Polska;Zielona Góra;ul. Lokomotywowa;78;65-515
Polska;Zielona Góra;ul. Lokomotywowa;58b;65-516
Polska;Zielona Góra;ul. Lokomotywowa;6;65-516
Polska;Zielona Góra;ul. Lokomotywowa;70;65-517
Polska;Zielona Góra;ul. Lokomotywowa;50;65-518
Polska;Zielona Góra;ul. Lokomotywowa;5b;65-518
Polska;Zielona Góra;ul. Lokomotywowa;8b;65-519
Polska;Zielona Góra;ul. Lokomotywowa;1;65-520
Polska;Zielona Góra;ul. Lokomotywowa;83;65-525
Polska;Zielona Góra;ul. Lokomotywowa;8;65-528
Polska;Zielona Góra;ul. Lokomotywowa;88c;65-530
Polska;Zielona Góra;ul. Lokomotywowa;51;65-533
Polska;Zielona Góra;ul. Lokomotywowa;72;65-534
Polska;Zielona Góra;ul. Lokomotywowa;95;65-536
Polska;Zielona Góra;ul. Lokomotywowa;57;65-540
Polska;Zielona Góra;ul. Lokomotywowa;8a;65-544
Polska;Zielona Góra;ul. Lokomotywowa;28;65-544
Polska;Zielona Góra;ul. Lokomotywowa;78;65-544
Polska;Zielona Góra;ul. Lokomotywowa;68;65-544
Polska;Zielona Góra;ul. Lokomotywowa;58;65-544
Polska;Zielona Góra;ul. Lokomotywowa;80c;65-544
Polska;Zielona Góra;ul. Lokomotywowa;65b;65-544
Polska;Zielona Góra;ul. Lokomotywowa;55;65-544
Polska;Zielona Góra;ul. Lokomotywowa;99;65-544
Polska;Zielona Góra;ul. Lokomotywowa;96;65-544
Polska;Zielona Góra;ul. Lokomotywowa;55;65-544
Polska;Zielona Góra;ul. Lokomotywowa;42;65-544
Polska;Zielona Góra;ul. Lokomotywowa;69;65-544
Polska;Zielona Góra;ul. Lokomotywowa;9;65-546
Polska;Zielona Góra;ul. Lokomotywowa;8;65-547
Polska;Zielona Góra;ul. Lokomotywowa;34;65-547
Polska;Zielona Góra;ul. Lokomotywowa;2;65-548
Polska;Zielona Góra;ul. Lokomotywowa;73;65-548
Polska;Zielona Góra;ul. Lokomotywowa;8;65-548
Polska;Zielona Góra;ul. Lokomotywowa;29;65-548
Polska;Zielona Góra;ul. Lokomotywowa;80c;65-548
Polska;Zielona Góra;ul. Lokomotywowa;24b;65-548
Polska;Zielona Góra;ul. Lokomotywowa;100;65-548
Polska;Zielona Góra;ul. Lokomotywowa;94;65-548
Polska;Zielona Góra;ul. Lokomotywowa;63;65-548
Polska;Zielona Góra;ul. Lokomotywowa;14;65-548
Polska;Zielona Góra;ul. Lokomotywowa;1;65-548
Polska;Zielona Góra;ul. Lokomotywowa;85a;65-548
Polska;Zielona Góra;ul. Lokomotywowa;13b;65-548
Polska;Zielona Góra;ul. Lokomotywowa;19;65-548
Polska;Zielona Góra;ul. Lokomotywowa;12;65-548
Polska;Zielona Góra;ul. Lokomotywowa;41b;65-548
Polska;Zielona Góra;ul. Józefa Lompy;81;65-548
Polska;Zielona Góra;ul. Józefa Lompy;39;65-548
Polska;Zielona Góra;ul. Józefa Lompy;100;65-548
Polska;Zielona Góra;ul. Józefa Lompy;24a;65-548
Polska;Zielona Góra;ul. Józefa Lompy;8;65-548
Polska;Zielona Góra;ul. Józefa Lompy;18a;65-548
Polska;Zielona Góra;ul. Józefa Lompy;71;65-548
Polska;Zielona Góra;ul. Józefa Lompy;27a;65-548
Polska;Zielona Góra;ul. Józefa Lompy;9;65-548
Polska;Zielona Góra;ul. Józefa Lompy;60;65-548
Polska;Zielona Góra;ul. Józefa Lompy;88;65-552
Polska;Zielona Góra;ul. Józefa Lompy;59b;65-556
Polska;Zielona Góra;ul. Józefa Lompy;34a;65-557
Polska;Zielona Góra;ul. Józefa Lompy;77;65-559
Polska;Zielona Góra;ul. Józefa Lompy;36a;65-561
Polska;Zielona Góra;ul. Józefa Lompy;69;65-562
Polska;Zielona Góra;ul. Józefa Lompy;53c;65-601
Polska;Zielona Góra;ul. Józefa Lompy;99;65-602
Polska;Zielona Góra;ul. Józefa Lompy;25;65-609
Polska;Zielona Góra;ul. Józefa Lompy;29;65-613
Polska;Zielona Góra;ul. Józefa Lompy;74a;65-622
Polska;Zielona Góra;ul. Józefa Lompy;43;65-622
Polska;Zielona Góra;ul. Józefa Lompy;74c;65-625
Polska;Zielona Góra;ul. Lotnicza;97;65-634
Polska;Zielona Góra;ul. Lotnicza;17;65-636
Polska;Zielona Góra;ul. Lotnicza;9a;65-638
Polska;Zielona Góra;ul. Lotnicza;64;65-649
Polska;Zielona Góra;ul. Lotnicza;55;65-654
Polska;Zielona Góra;ul. Lotnicza;58;65-664
Polska;Zielona Góra;ul. Lotnicza;87;65-734
Polska;Zielona Góra;ul. Lotnicza;64;65-735
Polska;Zielona Góra;ul. Lotnicza;92;65-736
Polska;Zielona Góra;ul. Lotnicza;81;65-739
Polska;Zielona Góra;ul. Lotnicza;66;65-740
Polska;Zielona Góra;ul. Lotnicza;43;65-742
Polska;Zielona Góra;ul. Lotnicza;96;65-744
Polska;Zielona Góra;ul. Lotnicza;67a;65-747
Polska;Zielona Góra;ul. Lotnicza;1;65-751
Polska;Zielona Góra;ul. Lubawska;24;65-752
Polska;Zielona Góra;ul. Lubawska;27;65-755
Polska;Zielona Góra;ul. Lubawska;97c;65-760
Polska;Zielona Góra;ul. Lubawska;74c;65-761
Polska;Zielona Góra;ul. Lubawska;78;65-762
Polska;Zielona Góra;ul. Lubawska;30;65-763
Polska;Zielona Góra;ul. Lubawska;79;65-764
Polska;Zielona Góra;ul. Lubawska;60;65-764
Polska;Zielona Góra;ul. Lubawska;78;65-766
Polska;Zielona Góra;ul. Lubawska;33b;65-767
Polska;Zielona Góra;ul. Lubawska;49;65-770
Polska;Zielona Góra;ul. Lubawska;27;65-775
Polska;Zielona Góra;ul. Lubawska;25;65-778
Polska;Zielona Góra;ul. Lubawska;5a;65-779
Polska;Zielona Góra;ul. Lubawska;88a;65-780
Polska;Zielona Góra;ul. Lubawska;30;65-783
Polska;Zielona Góra;ul. Lubawska;88;65-784
Polska;Zielona Góra;ul. Lubawska;3;65-785
Polska;Zielona Góra;ul. Lubawska;73;65-786
Polska;Zielona Góra;ul. Lubawska;68;65-788
Polska;Zielona Góra;ul. Lubawska;88;65-790
Polska;Zielona Góra;ul. Lubawska;26a;65-792
Polska;Zielona Góra;ul. Lubawska;7;65-794
Polska;Zielona Góra;ul. Lubawska;43c;65-803
Polska;Zielona Góra;ul. Lubawska;21b;65-805
Polska;Zielona Góra;ul. Lubawska;40;65-805
Polska;Zielona Góra;ul. Lubawska;97;65-807
Polska;Zielona Góra;ul. Lubawska;85;65-807
Polska;Zielona Góra;ul. Lubawska;85a;65-807
Polska;Zielona Góra;ul. Lubawska;87;65-823
Polska;Zielona Góra;ul. Lubawska;97c;65-823
Polska;Zielona Góra;ul. Lubawska;94;65-831
Polska;Zielona Góra;ul. Lubawska;70c;65-831
Polska;Zielona Góra;ul. Lubawska;4c;65-831
Polska;Zielona Góra;ul. Lubawska;19;65-831
Polska;Zielona Góra;ul. Lubawska;65b;65-831
Polska;Zielona Góra;ul. Lubawska;45c;65-831
Polska;Zielona Góra;ul. Lubawska;9c;65-831
Polska;Zielona Góra;ul. Lubawska;80;65-849
Polska;Zielona Góra;ul. Lubawska;94;65-850
Polska;Zielona Góra;ul. Lubawska;6;65-850
Polska;Zielona Góra;ul. Lubawska;58;65-900
Polska;Zielona Góra;ul. Lubawska;97b;65-901
Polska;Zielona Góra;ul. Lubawska;17;65-903
Polska;Zielona Góra;ul. Lubawska;19a;65-904
Polska;Zielona Góra;ul. Lubawska;51;65-905
Polska;Zielona Góra;ul. Lubawska;21;65-906
Polska;Zielona Góra;ul. Lubawska;35;65-908
Polska;Zielona Góra;ul. Lubawska;90c;65-909
Polska;Zielona Góra;ul. Lubawska;91;65-912
Polska;Zielona Góra;ul. Lubawska;55a;65-913
Polska;Zielona Góra;ul. Lubawska;98;65-936
Polska;Zielona Góra;ul. Lubawska;1;65-939
Polska;Zielona Góra;ul. Lubawska;86;65-941
Polska;Zielona Góra;ul. Lubawska;84;65-941
Polska;Zielona Góra;ul. Lubawska;1;65-943
Polska;Zielona Góra;ul. Lubawska;19b;65-943
Polska;Zielona Góra;ul. Lubawska;46;65-943
Polska;Zielona Góra;ul. Lubawska;42b;65-943
Polska;Zielona Góra;ul. Lubawska;93c;65-943
Polska;Zielona Góra;ul. Lubawska;87;65-943
Polska;Zielona Góra;ul. Lubawska;61;65-945
Polska;Zielona Góra;ul. Lubawska;15a;65-945
Polska;Zielona Góra;ul. Lubawska;45;65-954
Polska;Zielona Góra;ul. Lubawska;86c;65-954
Polska;Zielona Góra;ul. Lubawska;73c;65-954
Polska;Zielona Góra;ul. Lubawska;21;65-954
Polska;Zielona Góra;ul. Lubawska;5;65-954
Polska;Zielona Góra;ul. Lubawska;82;65-954
Polska;Zielona Góra;ul. Lubawska;76c;65-954
Polska;Zielona Góra;ul. Lubawska;60a;65-960
Polska;Zielona Góra;ul. Lubawska;14c;65-960
Polska;Zielona Góra;ul. Lubawska;26;65-960
Polska;Zielona Góra;ul. Lubawska;33b;65-960
Polska;Zielona Góra;ul. Lubawska;1;65-960
Polska;Zielona Góra;ul. Lubawska;18c;65-960
Polska;Zielona Góra;ul. Lubawska;44a;65-960
Polska;Zielona Góra;ul. Lubawska;23c;65-960
Polska;Zielona Góra;ul. Lubawska;80c;65-960
Polska;Zielona Góra;ul. Lubawska;5;65-980
Polska;Zawada;ul. Lubawska;35;66-001
Polska;Stary Kisielin;ul. Lubawska;38;66-002
Polska;Zabór;ul. Lubawska;37b;66-003
Polska;Racula;ul. Lubawska;79;66-004
Polska;Świdnica;ul. Lubawska;17c;66-008
Polska;Nowogród Bobrzański;ul. Lubawska;33;66-010
Polska;Nowogród Bobrzański;ul. Lubawska;38;66-010
Polska;Przylep;ul. Lubczykowa;34;66-015
Polska;Czerwieńsk;ul. Lubczykowa;16c;66-016
Polska;Sulechów;ul. Lubczykowa;93a;66-100
Polska;Sulechów;ul. Lubczykowa;42;66-100
Polska;Sulechów;ul. Lubczykowa;98;66-101
Polska;Babimost;ul. Lubelska;48;66-110
Polska;Nietkowice;ul. Lubelska;16b;66-112
Polska;Kargowa;ul. Lubelska;14;66-120
Polska;Bojadła;ul. Lubelska;88;66-130
Polska;Trzebiechów;ul. Lubelska;45;66-132
Polska;Świebodzin;ul. Lubelska;76;66-200
Polska;Świebodzin;ul. Lubelska;6c;66-200
Polska;Zbąszynek;ul. Lubelska;95;66-210
Polska;Skąpe;ul. Lubelska;1;66-213
Polska;Lubrza;ul. Lubelska;37a;66-218
Polska;Łagów;ul. Lubelska;90;66-220
Polska;Szczaniec;ul. Lubelska;51;66-225
Polska;Torzym;ul. Lubelska;37;66-235
Polska;Międzyrzecz;ul. Lubelska;61;66-300
Polska;Międzyrzecz;ul. Lubelska;64;66-300
Polska;Międzyrzecz;ul. Lubelska;58c;66-301
Polska;Międzyrzecz;ul. Lubelska;85a;66-302
Polska;Brójce;ul. Lubelska;92;66-304
Polska;Templewo;ul. Lubelska;19c;66-307
Polska;Trzciel;ul. Lubelska;31a;66-320
Polska;Pszczew;ul. Lubelska;16;66-330
Polska;Przytoczna;ul. Lubelska;46;66-340
Polska;Goraj;ul. Lubelska;54a;66-342
Polska;Bledzew;ul. Lubelska;53;66-350
Polska;Gorzów Wielkopolski;ul. Lubelska;63;66-400
Polska;Gorzów Wielkopolski;ul. Lubelska;84;66-400
Polska;Gorzów Wielkopolski;ul. Lubelska;91c;66-400
Polska;Gorzów Wielkopolski;ul. Lubelska;79;66-401
Polska;Gorzów Wielkopolski;ul. Lubelska;23;66-403
Polska;Gorzów Wielkopolski;ul. Lubelska;18;66-404
Polska;Gorzów Wielkopolski;ul. Lubelska;55a;66-405
Polska;Gorzów Wielkopolski;ul. Lubelska;33;66-406
Polska;Gorzów Wielkopolski;ul. Lubelska;13;66-407
Polska;Gorzów Wielkopolski;ul. Lubelska;60;66-408
Polska;Gorzów Wielkopolski;ul. Lubelska;12c;66-410
Polska;Gorzów Wielkopolski;ul. Lubelska;9;66-412
Polska;Gorzów Wielkopolski;ul. Lubelska;29;66-413
Polska;Gorzów Wielkopolski;ul. Lubelska;53;66-414
Polska;Santok;ul. Lubelska;45;66-431
Polska;Lubiszyn;ul. Lubelska;21;66-433
Polska;Krzeszyce;ul. Lubelska;48;66-435
Polska;Słońsk;ul. Lubelska;89b;66-436
Polska;Skwierzyna;ul. Lubelska;19;66-440
Polska;Deszczno;ul. Lubelska;84a;66-446
Polska;Bogdaniec;ul. Lubelska;95c;66-450
Polska;Witnica;ul. Lubelska;91;66-460
Polska;Kostrzyn nad Odrą;ul. Lubelska;1;66-470
Polska;Kostrzyn nad Odrą;ul. Lubelska;45c;66-470
Polska;Strzelce Krajeńskie;ul. Lubelska;52b;66-500
Polska;Dobiegniew;ul. Lubelska;68;66-520
Polska;Drezdenko;ul. Lubelska;86a;66-530
Polska;Stare Kurowo;ul. Lubelska;83;66-540
Polska;Zwierzyn;ul. Lubelska;75;66-542
Polska;Krosno Odrzańskie;ul. Lubelska;5;66-600
Polska;Krosno Odrzańskie;ul. Lubelska;82b;66-600
Polska;Krosno Odrzańskie;ul. Lubelska;12;66-601
Polska;Krosno Odrzańskie;ul. Lubelska;37a;66-602
Polska;Maszewo;ul. Lubelska;35;66-614
Polska;Gubin;ul. Lubelska;82c;66-620
Polska;Gubin;ul. Lubelska;57;66-620
Polska;Bobrowice;ul. Lubelska;46;66-627
Polska;Bytnica;ul. Lubelska;76;66-630
Polska;Gubin;ul. Lubelska;20;66-635
Polska;Nowa Sól;ul. Lubelska;40b;67-100
Polska;Nowa Sól;ul. Lubelska;36c;67-100
Polska;Nowa Sól;ul. Lubelska;7;67-101
Polska;Bytom Odrzański;ul. Lubelska;33b;67-115
Polska;Kożuchów;ul. Lubelska;94;67-120
Polska;Nowe Miasteczko;ul. Lubelska;10;67-124
Polska;Głogów;ul. Lubelska;68b;67-200
Polska;Głogów;ul. Lubelska;26;67-202
Polska;Głogów;ul. Lubelska;15c;67-203
Polska;Głogów;ul. Lubelska;86;67-204
Polska;Głogów;ul. Lubelska;27;67-205
Polska;Głogów;ul. Lubelska;94a;67-206
Polska;Głogów;ul. Lubelska;68c;67-210
Polska;Głogów;ul. Lubelska;50;67-210
Polska;Białołęka;ul. Lubelska;56c;67-221
Polska;Jerzmanowa;ul. Lubelska;58;67-222
Polska;Żukowice;ul. Lubelska;18;67-231
Polska;Kotla;ul. Lubelska;29;67-240
Polska;Szprotawa;ul. Lubelska;19;67-300
Polska;Szprotawa;ul. Lubelska;33;67-300
Polska;Niegosławice;ul. Lubelska;94c;67-312
Polska;Małomice;ul. Lubelska;61b;67-320
Polska;Wschowa;ul. Lubelska;23;67-400
Polska;Szlichtyngowa;ul. Lubelska;82c;67-407
Polska;Sława;ul. Lubelska;49c;67-410
Polska;Kolsko;ul. Lubelska;33;67-415
Polska;Żagań;ul. Lubelska;36c;68-100
Polska;Żagań;ul. Lubelska;95;68-100
Polska;Żagań;ul. Lubelska;98;68-101
Polska;Żagań;ul. Lubelska;96c;68-103
Polska;Brzeźnica;ul. Lubelska;58;68-113
Polska;Iłowa;ul. Lubelska;3;68-120
Polska;Gozdnica;ul. Lubelska;15a;68-130
Polska;Wymiarki;ul. Lubelska;64;68-131
Polska;Przewóz;ul. Lubelska;44;68-132
Polska;Żary;ul. Lubelska;92;68-200
Polska;Żary;ul. Lubelska;41c;68-200
Polska;Żary;ul. Lubelska;14;68-203
Polska;Łęknica;ul. Lubelska;42;68-208
Polska;Trzebiel;ul. Lubelska;68;68-212
Polska;Lipinki Łużyckie;ul. Lubelska;48;68-213
Polska;Tuplice;ul. Lubelska;35b;68-219
Polska;Lubsko;ul. Lubelska;25c;68-300
Polska;Lubsko;ul. Lubelska;2a;68-300
Polska;Lubsko;ul. Lubelska;9;68-301
Polska;Jasień;ul. Lubelska;17;68-320
Polska;Brody;ul. Lubelska;45;68-343
Polska;Słubice;ul. Lubelska;10c;69-100
Polska;Słubice;ul. Lubelska;98b;69-101
Polska;Świecko;ul. Lubelska;75a;69-105
Polska;Cybinka;ul. Lubelska;46;69-108
Polska;Rzepin;ul. Lubelska;86c;69-110
Polska;Górzyca;ul. Lubelska;99;69-113
Polska;Sulęcin;ul. Lubelska;38;69-200
Polska;Lubniewice;ul. Lubelska;74;69-210
Polska;Wędrzyn;ul. Lubelska;59;69-211
Polska;Ośno Lubuskie;ul. Lubelska;26b;69-220
Polska;Szczecin;ul. Lubelska;3c;70-001
Polska;Szczecin;ul. Lubelska;26;70-001
Polska;Szczecin;ul. Lubiąska;33a;70-002
Polska;Szczecin;ul. Lubiąska;2a;70-002
Polska;Szczecin;ul. Lubiąska;15;70-003
Polska;Szczecin;ul. Lubiąska;35;70-004
Polska;Szczecin;ul. Lubiąska;52;70-005
Polska;Szczecin;ul. Lubiąska;62a;70-006
Polska;Szczecin;ul. Lubiąska;51a;70-007
Polska;Szczecin;ul. Lubiąska;94b;70-008
Polska;Szczecin;ul. Lubiąska;82c;70-008
Polska;Szczecin;ul. Lubiąska;8;70-009
Polska;Szczecin;ul. Lubiąska;90;70-010
Polska;Szczecin;ul. Lubiąska;43;70-011
Polska;Szczecin;ul. Lubiąska;50;70-012
Polska;Szczecin;ul. Lubiąska;65;70-013
Polska;Szczecin;ul. Lubiąska;70;70-014
Polska;Szczecin;ul. Lubiąska;15;70-015
Polska;Szczecin;ul. Lubiąska;84c;70-016
Polska;Szczecin;ul. Lubiąska;67a;70-017
Polska;Szczecin;ul. Lubiąska;39;70-017
Polska;Szczecin;ul. Lubiąska;94;70-017
Polska;Szczecin;ul. Lubiąska;44a;70-018
Polska;Szczecin;ul. Lubiąska;17;70-018
Polska;Szczecin;ul. Lubiąska;59;70-020
Polska;Szczecin;ul. Lubiąska;64b;70-021
Polska;Szczecin;ul. Lubiąska;96;70-022
Polska;Szczecin;ul. Lubiąska;50a;70-023
Polska;Szczecin;ul. Lubiąska;73;70-024
Polska;Szczecin;ul. Lubiąska;75a;70-025
Polska;Szczecin;ul. Lubiąska;73b;70-026
Polska;Szczecin;ul. Lubińska;19;70-027
Polska;Szczecin;ul. Lubińska;93c;70-028
Polska;Szczecin;ul. Lubińska;90;70-028
Polska;Szczecin;ul. Lubińska;50a;70-030
Polska;Szczecin;ul. Lubińska;69;70-031
Polska;Szczecin;ul. Lubińska;61;70-032
Polska;Szczecin;ul. Lubińska;23;70-033
Polska;Szczecin;ul. Lubińska;19a;70-034
Polska;Szczecin;ul. Lubińska;89;70-035
Polska;Szczecin;ul. Lubińska;70;70-037
Polska;Szczecin;ul. Lubińska;89;70-100
Polska;Szczecin;ul. Lubińska;51c;70-101
Polska;Szczecin;ul. Lubińska;98;70-102
Polska;Szczecin;ul. Lubińska;35a;70-103
Polska;Szczecin;ul. Lubińska;79;70-104
Polska;Szczecin;ul. Lubińska;67c;70-105
Polska;Szczecin;ul. Lubińska;27c;70-106
Polska;Szczecin;ul. Lubińska;35;70-107
Polska;Szczecin;ul. Lubińska;67;70-110
Polska;Szczecin;ul. Lubińska;20;70-111
Polska;Szczecin;ul. Lubińska;59;70-112
Polska;Szczecin;ul. Lubińska;62a;70-113
Polska;Szczecin;ul. Lubińska;29;70-114
Polska;Szczecin;ul. Lubińska;41;70-115
Polska;Szczecin;ul. Lubińska;1;70-116
Polska;Szczecin;ul. Lubińska;100;70-117
Polska;Szczecin;ul. Lubińska;11;70-120
Polska;Szczecin;ul. Lubińska;86;70-121
Polska;Szczecin;ul. Lubińska;48b;70-123
Polska;Szczecin;ul. Lublańska;89b;70-128
Polska;Szczecin;ul. Lublańska;70c;70-130
Polska;Szczecin;ul. Lublańska;17;70-131
Polska;Szczecin;ul. Lubomierska;26a;70-132
Polska;Szczecin;ul. Lubomierska;11c;70-133
Polska;Szczecin;ul. Lubomierska;58b;70-134
Polska;Szczecin;ul. Lubomierska;90;70-136
Polska;Szczecin;ul. Lubomierska;68;70-137
Polska;Szczecin;ul. Lubomierska;89c;70-137
Polska;Szczecin;ul. Lubomierska;23;70-200
Polska;Szczecin;ul. Lubomierska;59;70-201
Polska;Szczecin;ul. Lubomierska;23;70-202
Polska;Szczecin;ul. Lubomierska;88c;70-203
Polska;Szczecin;ul. Lubomierska;49;70-204
Polska;Szczecin;ul. Lubomierska;6a;70-204
Polska;Szczecin;ul. Lubomierska;89;70-205
Polska;Szczecin;ul. Lubomierska;49;70-205
Polska;Szczecin;ul. Lubomierska;9a;70-205
Polska;Szczecin;ul. Lubomierska;12;70-206
Polska;Szczecin;ul. Lubomierska;96;70-206
Polska;Szczecin;ul. Lubska;91c;70-206
Polska;Szczecin;ul. Lubska;11b;70-207
Polska;Szczecin;ul. Lubska;4;70-209
Polska;Szczecin;ul. Lubska;41;70-210
Polska;Szczecin;ul. Lubska;42;70-211
Polska;Szczecin;ul. Lubska;69;70-212
Polska;Szczecin;ul. Lubska;43;70-213
Polska;Szczecin;ul. Lubska;19;70-214
Polska;Szczecin;ul. Lubska;61;70-215
Polska;Szczecin;ul. Lubska;9;70-216
Polska;Szczecin;ul. Lubska;39a;70-217
Polska;Szczecin;ul. Lubska;13;70-220
Polska;Szczecin;ul. Lubska;90;70-221
Polska;Szczecin;ul. Lubska;94;70-222
Polska;Szczecin;ul. Lubska;9c;70-223
Polska;Szczecin;ul. Lubska;56;70-224
Polska;Szczecin;ul. Lubska;10;70-225
Polska;Szczecin;ul. Lubska;70;70-226
Polska;Szczecin;ul. Lubska;91;70-227
Polska;Szczecin;ul. Lubska;30;70-230
Polska;Szczecin;ul. Lubska;93;70-231
Polska;Szczecin;ul. Lubska;51;70-232
Polska;Szczecin;ul. Lubska;64;70-233
Polska;Szczecin;ul. Lubska;32a;70-234
Polska;Szczecin;ul. Lubska;3;70-236
Polska;Szczecin;ul. Lubska;86b;70-237
